INSEE Statistiques locales,,
Taux de ch“mage des 15 … 64 ans,,
unit‚ : en % - ann‚e : 2009 - source : Insee, RP2009 exploitation principale,,
Documentation,,
CODEGEO,Arrondissement municipal,Valeur
13201,Marseille 1er arrondissement,26,96
13202,Marseille 2Š arrondissement,29,42
13203,Marseille 3Š arrondissement,29,70
13204,Marseille 4Š arrondissement,15,42
13205,Marseille 5Š arrondissement,15,51
13206,Marseille 6Š arrondissement,16,11
13207,Marseille 7Š arrondissement,10,52
13208,Marseille 8Š arrondissement,9,66
13209,Marseille 9Š arrondissement,11,52
13210,Marseille 10Š arrondissement,14,08
13211,Marseille 11Š arrondissement,13,68
13212,Marseille 12Š arrondissement,9,25
13213,Marseille 13Š arrondissement,18,62
13214,Marseille 14Š arrondissement,25,88
13215,Marseille 15Š arrondissement,26,79
13216,Marseille 16Š arrondissement,19,42
69381,Lyon 1er arrondissement,12,42
69382,Lyon 2Š arrondissement,10,60
69383,Lyon 3Š arrondissement,10,67
69384,Lyon 4Š arrondissement,9,85
69385,Lyon 5Š arrondissement,10,55
69386,Lyon 6Š arrondissement,9,87
69387,Lyon 7Š arrondissement,10,99
69388,Lyon 8Š arrondissement,13,45
69389,Lyon 9Š arrondissement,13,27
75101,Paris 1er Arrondissement,8.66
75102,Paris 2e  Arrondissement,10.23
75103,Paris 3e  Arrondissement,10.19
75104,Paris 4e  Arrondissement,10.11
75105,Paris 5e  Arrondissement,8.80
75106,Paris 6e  Arrondissement,8.52
75107,Paris 7e  Arrondissement,8.61
75108,Paris 8e  Arrondissement,8.31
75109,Paris 9e  Arrondissement,9.48
75110,Paris 10e  Arrondissement,12.98
75111,Paris 11e  Arrondissement,11.35
75112,Paris 12e  Arrondissement,8.96
75113,Paris 13e  Arrondissement,11.05
75114,Paris 14e  Arrondissement,9.95
75115,Paris 15e  Arrondissement,8.50
75116,Paris 16e  Arrondissement,8.95
75117,Paris 17e  Arrondissement,11.08
75118,Paris 18e  Arrondissement,13.12
75119,Paris 19e  Arrondissement,15.34
75120,Paris 20e  Arrondissement,13.72
,,
nd :   R‚sultat non disponible,,
c :   R‚sultat confidentiel par application des rŠgles sur le secret statistique,,
/// : Absence de r‚sultat due … la nature des choses,,
,,
Rapport entre le nombre de personnes de 15 … 64 ans ayant d‚clar‚ ˆtre  au ch“mage et la population active totale de cette classe d'ƒge (ƒge en ann‚es r‚volues).,,
,,
Cet indicateur est disponible pour la France m‚tropolitaine et les d‚partements d'outre-mer, aux niveaux g‚ographiques standard du site pour les cartes th‚matiques, … savoir : commune, arrondissement municipal, canton et ville, d‚partement, zone d'emploi, r‚gion, EPCI.,,
,,
Cet indicateur est disponible pour les ann‚es 1999 et 2009. <ul>,,
,,
Sources : Insee, Recensements de la population 1999 et 2009, exploitations principales.,,
</ul>,,
Revenir en haut,,
